X13A1 X13A2 X13A3 IC39A1 IC39A2 IC39A3 genenames
807 632 768 486 512 600 MKNK1
301 263 274 194 187 235 MOB3C
3909 3363 3870 2572 2930 3069 ATPAF1
3449 2797 3147 2265 2500 2682 EFCAB14
34 29 30 21 42 38 NA
10 1 12 33 50 60 TAL1
3058 2712 3179 2134 2106 2278 STIL
4636 4130 4671 2912 2990 2984 CMPK1
46 34 41 72 60 61 NA
47 58 71 34 43 50 TRABD2B
138 121 129 220 244 324 SLC5A9
1899 1489 1718 1510 1686 1688 SPATA6
25 30 23 27 41 58 PPP1R8P1
156 127 167 39 49 59 AGBL4
643 601 621 521 668 603 BEND5
1349 982 1186 2359 2392 2508 ELAVL4
28 28 34 937 1057 1260 DMRTA2
65 54 62 195 276 312 FAF1-AS1
2532 2111 2465 1706 2126 2125 FAF1
133 113 107 192 313 295 CDKN2C
2833 2493 2790 2711 2881 2833 RNF11
39 27 35 39 35 41 RPS2P8
55 41 56 74 83 83 TTC39A
6117 4995 5591 3730 4207 4323 EPS15
6978 6012 7174 3193 3567 3616 OSBPL9
8599 7556 8518 5637 6343 6644 NRDC
51 53 60 64 63 73 NA
444 398 455 1732 1868 2031 RAB3B
401 342 326 118 205 212 TXNDC12
106 106 134 76 85 66 KTI12
69 57 31 31 49 48 TXNDC12-AS1
8217 6928 7998 4596 4898 4907 BTF3L4
3174 2550 2912 1831 1964 2060 ZFYVE9
1117 1010 1118 894 1178 1223 CC2D1B
20 29 25 38 48 32 NA
1823 1771 1922 1199 1483 1442 ORC1
3619 3290 3676 3321 3712 3753 PRPF38A
8726 7147 7623 6364 6896 7356 TUT4
74 68 73 116 130 145 NA
1459 1181 1386 745 893 943 GPX7
1099 1053 1246 953 1022 1067 COA7
4805 4017 4663 4463 4663 4956 ZYG11B
91 70 69 113 135 133 ECHDC2
3207 2801 3207 1805 1920 2022 SCP2
629 557 588 362 428 441 CPT2
2137 1843 2056 1090 1271 1325 CZIB
1975 1769 2141 870 1128 1272 MAGOH
46 42 57 29 29 75 MAGOH-DT
3441 3174 3487 4486 5202 5641 LRP8
30 30 29 39 49 59 NA
124 96 141 166 198 184 NA
5535 4688 5696 3047 3354 3220 NDC1
1570 1205 1413 774 853 917 YIPF1
54 37 35 45 57 36 DIO1
32 24 28 27 36 39 NA
1431 1251 1463 859 1002 1014 IFT25
1672 1471 1762 1215 1322 1422 LRRC42
4505 3857 4333 2610 2987 2923 TMEM59
34 36 37 45 50 40 NA
1659 1314 1443 757 788 925 TCEANC2
675 514 546 388 442 497 CYB5RL
2771 2502 2647 1497 1936 2056 MRPL37
5028 4325 4936 6207 7591 8327 SSBP3
176 133 147 266 338 295 SSBP3-AS1
16 16 12 54 57 53 NA
80 54 82 46 65 53 ACOT11
84 64 50 41 50 48 TTC4
520 428 413 187 231 238 PARS2
33 43 49 34 51 48 CIMAP2
10963 10671 11831 9748 11420 11883 DHCR24
88 90 92 49 66 67 NA
36 42 50 11 14 21 NA
1205 1061 1155 95 120 130 PCSK9
9429 7906 9030 8400 9079 9742 USP24
28 30 47 54 60 63 NA
6 10 22 35 37 24 LINC01767
1726 1546 1744 1414 1562 1778 PLPP3
2248 1859 2101 1014 1097 1112 PRKAA2
2330 1906 2270 2311 2427 2686 DAB1
18 19 20 38 51 42 NA
168 128 147 128 152 196 DAB1-AS1
45 38 38 44 37 44 NA
586 408 508 248 270 331 OMA1
6101 5085 5894 4015 4457 4607 MYSM1
2881 2124 2428 1747 2074 2422 JUN
118 120 131 40 39 40 HSD52
1434 1116 1310 383 486 529 FGGY
269 253 256 354 370 352 HOOK1
253 186 200 169 200 234 LINC01748
15 10 14 105 111 127 NA
42 33 47 355 444 413 LOC101926964
475 477 514 13096 15619 16640 NFIA
16 6 10 239 261 312 NFIA-AS2
1 0 3 97 130 131 NFIA-AS1
5 0 1 49 77 88 NA
1151 899 994 861 991 995 TM2D1
978 793 890 1133 1230 1279 PATJ
238 295 375 23 31 36 L1TD1
40 45 58 19 23 32 NA
6230 5591 6582 5616 5681 5946 USP1
7655 6493 7413 6607 7284 7686 DOCK7
149 136 132 122 174 158 ANGPTL3
81 68 64 97 93 103 NA
29 19 39 39 37 38 NA
202 160 193 132 129 177 DOCK7-DT
1196 1098 1244 698 683 678 ATG4C
2217 1846 2078 1061 1170 1138 ITGB3BP
1230 1075 1246 812 986 979 ALG6
98 74 70 51 87 77 NA
858 736 818 669 694 734 EFCAB7
122 91 102 89 95 93 NA
1627 1189 1416 453 576 656 PGM1
1490 1313 1477 525 597 693 ROR1
88 80 76 54 51 57 ROR1-AS1
8153 7422 8136 10536 11667 13003 CACHD1
2591 2226 2544 1971 2190 2320 RAVER2
3153 2636 2966 2972 3414 3624 JAK1
123 102 108 111 122 137 LINC01359
56 36 38 45 34 28 MIR3671
2643 1922 2026 2096 2464 2410 AK4
694 517 601 1026 1263 1192 DNAJC6
2393 1902 2177 1561 1680 1725 LEPROT
938 638 794 411 414 411 LEPR
6347 5464 6327 4419 4781 5197 PDE4B
49 36 34 93 112 115 PDE4B-AS1
664 431 497 951 1128 1166 SGIP1
205 144 166 68 59 72 DYNLT5
481 391 402 317 378 365 DNAI4
4699 4045 4759 2482 2631 2570 MIER1
2066 1855 2153 1372 1498 1543 SLC35D1
69 72 85 65 67 82 IL12RB2
39705 35046 40957 19069 20872 22193 SERBP1
521 450 500 277 336 353 GADD45A
4343 3852 4730 1586 1769 1696 GNG12
49 48 43 17 20 21 NA
608 505 536 222 276 351 GNG12-AS1
33 38 49 60 66 48 DIRAS3
6663 6348 6966 3288 3677 3807 WLS
75 82 95 48 61 72 NA
17 10 9 101 66 78 RPE65
4256 3694 4703 1778 1761 1885 DEPDC1
106 84 109 28 57 47 NA
42 27 53 15 37 16 DEPDC1-AS1
132 119 142 9 3 9 NA
638 473 546 1222 1301 1522 LRRC7
3277 2862 3407 2306 2349 2307 LRRC40
16474 13858 16287 9880 10489 10837 SRSF11
2904 2416 2799 1686 1786 1959 ANKRD13C
341 280 292 117 135 147 ANKRD13C-DT
619 518 618 313 344 322 CTH
82 56 89 52 54 44 NA
31 26 34 207 196 213 PTGER3
9150 8076 9701 5156 5346 5425 ZRANB2
68 65 66 49 54 50 MIR186
118 115 123 159 165 162 ZRANB2-DT
815 642 764 555 631 688 NEGR1
200 203 217 143 158 178 NA
95 75 76 5 6 10 LRRIQ3
275 189 268 27 27 33 FPGT-TNNI3K
711 676 850 242 290 262 FPGT
9 4 8 38 51 47 ERICH3
1832 1450 1644 1662 1689 1876 SLC44A5
12 13 10 30 38 41 NA
48 44 49 57 71 83 NA
122 95 98 104 156 156 NA
4099 3524 4301 3146 3305 3293 ACADM
3177 2642 3264 1645 1914 1940 RABGGTB
2662 2299 2684 1726 1898 2067 ST6GALNAC3
2053 1559 1842 5309 6444 6711 ST6GALNAC5
114 74 74 226 252 315 NA
56 48 64 233 311 330 NA
1716 1554 1769 1143 1162 1236 PIGK
113 111 118 44 34 32 RPL17P6
118 116 129 57 65 84 NA
290 288 337 197 220 225 AK5
5375 4650 5518 3341 3420 3537 ZZZ3
5407 4564 5207 4937 5262 5388 USP33
1127 945 1085 892 912 924 MIGA1
61 55 47 37 25 29 NA
39 35 40 44 62 65 NSRP1P1
49 39 53 23 20 24 NEXN-AS1
886 790 948 277 342 398 NEXN
25891 22888 26876 14344 15081 15710 FUBP1
1627 1436 1698 786 862 859 DNAJB4
69 88 82 23 43 37 NA
369 240 286 83 77 87 PTGFR
231 155 195 3382 3307 3494 IFI44L
61 36 62 566 578 638 IFI44
165 189 248 59 69 93 ADGRL4
31513 27014 31043 15535 16507 18035 ADGRL2
37 27 52 44 71 69 NA
557 478 501 133 109 189 NA
149 126 109 8 12 13 LINC01362
70 79 71 7 6 5 LINC01361
846 648 730 28 37 49 LOC101927560
94 76 104 5 9 4 NA
162 146 130 11 14 10 NA
855 754 805 1760 1939 2032 TTLL7
59 33 49 72 99 123 TTLL7-IT1
865 684 806 104 144 164 NA
2839 2404 2913 3223 3502 3462 PRKACB
36 50 32 66 97 81 NA
169 114 151 118 142 158 SAMD13
1973 1722 2051 1189 1293 1371 RPF1
668 540 652 380 476 470 GNG5
124 112 118 82 57 79 SPATA1
170 127 136 72 59 73 CTBS
3991 3320 4011 2333 2334 2279 SSX2IP
79 67 79 30 27 28 NA
73 66 74 92 75 125 DNAI3
89 90 108 31 29 24 NA
784 706 690 273 256 295 SYDE2
1780 1511 1785 798 915 921 C1orf52
911 823 934 729 765 796 BCL10
116 120 149 202 215 254 NA
4019 3441 4225 5904 6651 6793 DDAH1
93 90 110 54 70 86 NA
1998 1997 2237 1053 1253 1381 CCN1
63 39 49 26 44 42 NA
1873 1603 1922 1295 1394 1519 ZNHIT6
257 186 255 268 296 350 COL24A1
36 24 31 59 81 62 NA
2294 1953 2223 2180 2375 2469 ODF2L
4990 4185 4770 3853 4223 4551 SH3GLB1
3731 3394 4011 1918 2157 2148 SELENOF
7166 6310 7104 3630 3557 3486 HS2ST1
74 69 56 50 88 72 NA
39 43 34 30 47 50 LINC01140
3925 3339 3635 2332 2693 2754 LMO4
515 505 515 172 190 170 PKN2-AS1
39 44 53 27 39 33 NA
7088 6177 7114 4004 4330 4359 PKN2
67 55 79 51 33 42 NA
1477 1273 1528 720 909 915 GTF2B
2430 2065 2494 1164 1291 1329 KYAT3
1364 1213 1299 1082 1141 1285 RBMXL1
62 85 78 5 13 3 GBP1
79 56 53 32 40 30 NA
1142 1032 1179 747 817 811 LRRC8B
83 53 52 44 66 51 LOC124904216
213 204 191 114 141 136 LRRC8C-DT
374 408 450 382 427 406 LRRC8C
59 58 65 29 33 27 NA
2758 2419 2682 1815 1881 1928 LRRC8D
216 182 197 178 243 291 NA
51 43 32 33 51 51 NA
4223 3836 4387 3157 3579 3612 ZNF326
160 103 139 101 122 135 NA
18 13 17 213 245 254 BARHL2
640 516 535 328 365 383 LINC02609
88 80 86 56 51 53 LINC02788
23 34 14 30 38 44 NA
8880 7565 9013 5874 5975 6484 ZNF644
1596 1230 1465 886 959 1029 HFM1
5320 4766 5638 2689 2892 3090 CDC7
99 80 77 47 61 53 NA
1777 1646 1847 134 137 148 TGFBR3
233 167 183 103 107 125 NA
84 83 99 71 66 105 EPHX4
1089 816 1004 876 844 913 BTBD8
1329 1222 1390 899 1014 961 GLMN
2649 2461 2810 3155 3408 3874 RPAP2
43 37 42 44 46 51 NA
7 11 13 55 59 64 GFI1
2675 2104 2425 1693 1854 2029 EVI5
53 49 44 61 60 68 NA
70148 58104 67375 20678 22549 23703 RPL5
343 284 388 215 224 226 DIPK1A
66 53 58 22 31 44 SNORA66
6235 5567 6437 4076 4442 4618 MTF2
3561 3232 3747 2761 2872 2751 TMED5
2038 1731 2088 1056 1238 1194 CCDC18
2401 1909 1962 825 862 979 NA
250 150 190 82 96 95 NA
5507 4924 5441 3154 3505 3618 DR1
9010 7739 9160 10225 10801 11777 FNBP1L
932 835 963 512 628 617 BCAR3
213 178 177 149 140 155 NA
3629 3063 4117 2151 2315 2335 DNTTIP2
438 399 545 425 394 450 GCLM
1208 1207 1417 798 893 875 ARHGAP29
3101 2809 3311 3151 3270 3408 ABCD3
339 317 309 244 277 294 F3
86 59 58 59 52 60 SLC44A3-AS1
98 94 132 191 236 211 SLC44A3
26543 22496 25515 12075 13440 13486 CNN3
1309 1050 1225 492 549 638 CNN3-DT
274 244 318 236 308 304 ALG14
121 117 133 152 138 157 TLCD4
51 54 57 45 33 36 TLCD4-RWDD3
421 296 332 225 253 300 RWDD3
129 89 115 90 117 87 NA
72 49 72 11 21 29 NA
294 223 254 72 79 100 RPL7P9
18860 16389 19530 12819 13680 13797 PTBP2
127 106 106 429 461 455 DPYD
84 80 64 726 831 877 MIR137HG
6 7 5 59 54 83 NA
2156 1800 2089 1289 1398 1476 SNX7
122 109 100 109 116 122 PLPPR5
27 33 34 156 151 166 PLPPR4
129 131 155 85 91 120 PALMD
1303 1190 1289 190 206 222 FRRS1
2549 2154 2561 1498 1655 1590 AGL
323 270 348 67 100 102 NA
1248 1155 1258 709 837 902 SLC35A3
108 68 73 75 105 87 NA
102 76 107 42 62 83 MFSD14A
1574 1437 1669 990 1077 1090 SASS6
1062 980 1094 862 932 907 TRMT13
75 73 88 85 80 107 LRRC39
53 34 51 22 34 28 NA
1649 1388 1597 845 926 1043 DBT
780 671 804 382 381 424 NA
1702 1446 1603 1243 1411 1352 RTCA
1244 1102 1231 938 1116 1180 CDC14A
82 60 54 62 64 84 NA
120 92 113 103 126 152 NA
3067 2238 2600 600 669 730 VCAM1
4199 3481 4288 2162 2282 2282 EXTL2
2626 2223 2553 1522 1792 1855 SLC30A7
46 39 51 46 53 71 NA
3140 2592 2899 1225 1251 1423 DPH5
908 772 936 549 578 613 DPH5-DT
101 70 79 50 71 61 NA
1869 1549 1707 1000 1095 1206 S1PR1
38 41 39 379 465 420 OLFM3
2 3 1 46 38 40 NA
13553 11994 13753 4393 4746 5353 COL11A1
1671 1389 1543 915 922 937 RNPC3
220 175 188 134 151 161 AMY2B
29 43 42 66 61 43 NA
1219 1192 1297 884 1009 1019 PRMT6
215 140 144 228 208 261 NTNG1
140 141 156 208 188 245 VAV3
4729 4332 4916 2212 2397 2387 SLC25A24
2498 2060 2391 1205 1295 1316 EEIG2
141 131 183 231 254 273 HENMT1
222 181 227 68 55 54 NA
3815 3352 4017 2580 2847 2981 PRPF38B
3243 2785 3243 1472 1503 1503 STXBP3
35 38 37 112 150 159 AKNAD1
2901 2433 2841 1725 1884 2016 GPSM2
2454 1997 2217 1875 2096 2321 CLCC1
2119 1769 1889 2437 2676 2682 WDR47
166 144 168 36 59 61 RPL17P7
768 756 843 732 833 824 TAF13
3336 2672 2993 1427 1548 1530 TMEM167B
83 107 92 86 87 104 NA
60 61 60 77 87 97 NA
159 138 151 113 150 125 CFAP276
200 173 154 352 443 481 ELAPOR1
6861 5512 6433 3530 3926 4314 SARS1
16709 12987 14019 10342 13370 15683 CELSR2
3682 3395 3461 1863 2220 2496 PSRC1
8011 7094 8186 8059 8614 9526 SORT1
51 47 52 40 47 41 NA
2478 2364 2726 1393 1582 1617 PSMA5
522 435 438 471 619 673 ATXN7L2
620 506 597 332 391 422 CYB561D1
695 549 600 431 444 532 AMIGO1
50 63 39 12 17 25 GPR61
82 104 104 16 23 31 NA
8633 7464 8875 5444 5861 6122 GNAI3
78 60 73 99 147 99 GNAT2
1482 1193 1295 761 1084 1214 AMPD2
777 661 635 295 376 362 GSTM4
1516 1146 1228 646 771 779 GSTM2
164 144 147 224 291 256 GSTM1
877 746 881 467 532 549 GSTM3
422 367 421 182 259 299 CSF1
8575 7233 7718 4093 4446 4804 AHCYL1
3595 3080 3348 2288 2739 2990 STRIP1
782 583 680 294 351 371 NA
1207 816 947 203 205 274 KCNC4
201 183 223 73 107 97 RBM15-AS1
5173 4188 4808 2399 2788 3175 RBM15
2657 1980 2222 1342 1520 1508 LAMTOR5-AS1
530 442 414 365 411 381 SLC16A4
1581 1323 1586 847 1034 961 LAMTOR5
158 86 108 221 286 260 KCNA2
590 503 540 746 890 964 KCNA3
91 82 85 35 30 38 NA
65 68 55 19 20 31 NA
1114 953 1187 363 379 373 LRIF1
2488 2041 2163 776 830 881 DRAM2
1454 1194 1378 874 930 1062 CEPT1
61 41 51 47 58 48 DENND2D
95 111 106 90 91 97 CIMAP3
147 82 129 55 47 59 OVGP1
132 98 145 74 70 71 NA
73 74 71 64 73 59 UBE2FP3
748 739 782 592 671 662 WDR77
6096 5695 6533 3264 3897 3890 ATP5PB
2092 1952 2165 1560 1608 1516 RAP1A
39 26 29 25 42 49 KRT18P57
388 347 379 276 317 319 INKA2
31 29 26 32 35 59 LOC101928718
2559 2320 2549 1655 1782 1900 DDX20
110 76 114 748 847 910 KCND3
4473 3780 4546 3167 3536 3883 CTTNBP2NL
1013 861 956 478 477 546 WNT2B
1275 1024 1212 801 935 1059 ST7L
10878 9754 11446 6651 6863 7088 CAPZA1
1925 1601 1837 1024 1257 1328 MOV10
1519 1218 1311 668 983 934 RHOC
81 40 54 12 26 17 PPM1J
921 652 700 552 557 593 SLC16A1-AS1
12918 10775 12418 3956 4268 4563 SLC16A1
111 91 95 42 57 51 NA
64 42 46 13 51 38 NA
160 122 124 107 127 99 LRIG2-DT
3587 2959 3368 2345 2665 2779 LRIG2
2902 2388 2514 3095 3339 3802 MAGI3
51 47 47 61 59 76 LOC100421402
5122 4614 5272 3387 3838 3883 PHTF1
128 106 111 73 104 94 RPS2P14
6057 4881 5676 3358 3467 3568 RSBN1
58 60 49 41 42 51 AP4B1-AS1
19 17 18 37 44 53 BCL2L15
498 384 425 338 388 405 AP4B1
948 863 934 703 850 799 DCLRE1B
6825 5519 6378 5139 5518 5848 HIPK1
468 512 537 46 70 87 OLFML3
676 694 771 192 206 283 SYT6
8734 7937 9230 6205 6897 7252 TRIM33
37 29 41 31 40 58 RPL26P10
24 17 30 42 56 49 NA
2087 2037 2390 1470 1612 1655 BCAS2
201 161 188 109 115 116 DENND2C
6753 6041 7272 5370 5571 5752 NRAS
61813 51822 59543 32327 33287 36627 CSDE1
36 23 28 22 39 41 RNY1P13
3933 3526 4035 2507 2742 2770 SIKE1
455 383 491 129 164 161 TSPAN2
593 530 524 558 660 738 VANGL1
15 11 15 49 57 62 CASQ2
310 249 275 1139 1270 1370 NHLH2
15 19 16 80 82 89 NA
221 141 159 493 616 678 SLC22A15
4809 4073 4508 3026 3318 3526 ATP1A1
34 31 63 34 37 34 NA
993 765 854 639 752 714 ATP1A1-AS1
41 23 34 32 48 50 NA
226 182 231 165 185 199 CD58
2071 1678 1818 3439 4043 4676 IGSF3
2922 2713 2961 2510 2831 3162 PTGFRN
34 38 38 63 118 80 CD101
55 58 56 38 45 44 CD101-AS1
2346 2363 2691 1686 1913 2038 TTF2
1641 1411 1533 824 949 1041 TRIM45
32 31 28 31 37 34 VTCN1
59 58 53 15 14 20 NA
87 71 80 10 23 34 NA
7688 6306 7304 4685 5033 5288 MAN1A2
62 18 36 49 36 46 NA
22 14 32 53 39 50 TENT5C
2778 2402 2603 1724 2112 2200 GDAP2
3008 2696 2995 1813 2016 2269 WDR3
275 228 272 349 380 386 SPAG17
164 150 166 12 12 12 TBX15
704 593 654 417 482 482 WARS2
502 440 486 448 502 497 WARS2-AS1
24 43 18 39 47 45 NA
49 38 46 48 35 32 LINC00622
1683 1380 1561 1261 1512 1593 ZNF697
6227 5458 6335 3255 4142 4238 PHGDH
67 53 72 45 41 45 NA
8993 7729 8468 10677 12251 13330 NOTCH2
3467 3001 3498 2338 2546 2556 SEC22B
91 77 96 10 20 14 NA
1279 1049 1065 816 934 985 NBPF8
140 97 115 62 91 104 PFN1P2
159 97 153 172 169 213 NA
153 117 141 136 162 166 NA
68 69 61 50 79 87 NA
40 39 41 41 43 58 NOTCH2NLR
571 619 586 715 757 744 NBPF26
535 510 526 90 94 99 NA
54 64 76 20 33 30 RNVU1-4
910 757 840 246 303 278 FAM72B
1630 1496 1756 1312 1382 1476 SRGAP2C
64 47 41 57 50 46 SRGAP2-AS1
102 77 70 96 102 109 LINC02798
50 54 60 39 67 51 NA
74 77 88 82 83 110 EMBP1
70 60 74 4 1 0 NA
51 52 49 4 4 5 NA
96 96 67 34 33 45 H3-7
377 281 293 46 51 47 FAM72C
177 118 159 27 31 31 NA
79 57 88 29 33 53 NA
238 278 315 95 140 127 RNVU1-15
1890 1556 1780 998 1098 1213 NBPF15
115 99 132 36 74 77 NA
88 91 90 10 22 28 RNVU1-2A
119 126 142 29 52 50 NA
362 220 277 41 52 81 RNVU1-28
806 683 869 595 736 664 SRGAP2B
359 305 303 107 116 108 FAM72D
476 445 459 237 298 355 LINC01145
70 67 80 24 39 47 NA
254 234 267 368 375 407 NBPF20
32 25 35 71 50 60 NA
40 30 38 60 61 57 NA
72 40 43 86 88 65 NBPF25P
387 410 395 253 309 297 GPR89B
108 71 90 68 88 70 PDZK1
54 44 40 106 147 108 CD160
1949 1698 1872 1799 2127 2390 RNF115
21 20 21 35 30 40 NA
1883 1714 1928 1399 1642 1701 POLR3C
101 89 101 83 99 97 NUDT17
1260 1088 1193 962 1165 1260 PIAS3
728 696 713 346 454 483 PEX11B
90 89 91 51 91 85 GNRHR2
4133 3493 3830 3686 4061 4049 RBM8A
58 64 70 118 89 101 LIX1L-AS1
2493 2059 2237 2493 2751 3126 LIX1L
115 106 102 72 86 98 ANKRD34A
602 513 601 234 271 237 POLR3GL
58472 40405 43490 9652 10455 10909 TXNIP
314 297 305 187 219 247 NA
371 325 349 440 515 545 NBPF10
483 442 420 458 482 509 NOTCH2NLA
173 156 176 103 116 117 NA
219 209 256 129 220 212 NA
1536 1178 1402 1731 1820 1878 NBPF12
40 30 34 32 40 45 NA
129 128 133 21 25 34 RNVU1-8
4433 3440 3872 1843 1997 2155 PRKAB2
62 45 68 76 98 76 NA
115 88 142 155 207 216 FMO5
34 43 40 49 40 44 NA
28 21 25 53 55 54 CCT8P1
179 130 157 130 126 134 CHD1L
266 222 256 165 166 178 LINC00624
5659 4813 5368 3806 4577 5194 BCL9
549 419 442 347 410 417 NA
1750 1364 1594 702 796 951 ACP6
490 443 480 248 277 268 GPR89B
119 71 79 26 32 32 PDZK1P1
87 77 83 21 37 31 RNVU1-7
1035 877 1054 1256 1360 1278 NBPF11
36 44 32 57 65 56 NA
44 34 24 33 54 48 NA
13 6 2 31 37 52 LOC101927468
1378 1098 1208 618 776 765 LINC01138
73 91 79 21 17 31 LOC124904403
76 48 61 28 39 65 NA
42 19 36 31 31 40 NA
492 422 408 216 230 299 PDE4DIPP6
250 233 256 116 146 144 RNVU1-27
542 453 525 802 788 859 NBPF14
317 270 349 417 378 401 NOTCH2NLB
2180 1839 2008 2643 2713 2966 PDE4DIP
2116 1775 2014 1683 1793 1856 NBPF9
54 55 67 62 60 67 NA
68 87 73 76 78 50 NA
228 211 233 91 127 122 NA
296 328 295 231 252 295 LOC653513
883 648 732 865 954 920 NOTCH2NLC
112 98 92 139 144 155 NBPF19
767 671 741 232 234 240 LINC00869
18707 15227 15958 8533 13647 13229 H2BC18
19 24 19 24 40 48 LOC124904411
24 26 32 38 51 37 NA
3848 3738 3841 2168 3675 3328 H3C13
353 269 298 169 160 174 NA
1235 892 997 770 849 900 NA
20795 15584 17091 8476 13821 13785 H2BC21
22833 16999 19902 6900 10439 10279 H2AC20
3858 2868 3428 1135 1705 1866 H2AC21
232 211 226 111 142 158 BOLA1
3218 2729 3079 2464 2856 3218 SV2A
2220 1925 2210 1759 2424 2594 SF3B4
400 304 322 258 338 391 MTMR11
3578 2919 3327 1997 2305 2316 OTUD7B
396 362 341 260 300 315 NA
3731 3141 3784 2687 2867 3037 VPS45
2938 2566 2846 2215 2707 2921 PLEKHO1
55 45 58 42 77 57 NA
16020 15368 17701 9109 9466 9166 ANP32E
129 109 153 24 36 29 NA
1877 1388 1606 416 476 505 CA14
3700 3116 3558 2143 2600 2672 APH1A
569 495 520 162 194 163 C1orf54
148 112 111 57 68 63 NA
384 325 349 113 127 136 CIART
3767 3449 3868 1745 2154 2182 MRPS21
102 72 85 54 92 95 NA
2934 2501 2743 2260 2462 2714 PRPF3
5362 4782 5142 4049 4772 4960 RPRD2
1108 943 973 676 822 853 TARS2
200 186 178 53 48 70 ECM1
87 56 72 28 32 36 FALEC
135 99 121 140 149 181 ADAMTSL4
15561 13344 15241 9877 10561 10868 MCL1
32 41 37 51 66 56 NA
18 18 17 47 42 43 RN7SL600P
251 166 173 113 135 109 LOC107985203
7495 6568 7168 4919 5433 5735 ENSA
213 169 196 86 110 102 LOC112268239
93 48 81 28 32 35 NA
1204 962 1161 710 739 712 GOLPH3L
419 367 369 285 351 366 CTSK
3098 2392 2735 2296 2459 2711 ARNT
2752 2335 2506 1976 2374 2480 SETDB1
2187 1897 1992 1133 1459 1383 CERS2
123 65 81 66 67 84 NA
311 245 258 201 238 235 ANXA9
695 550 593 507 680 715 MINDY1
1348 1174 1222 763 939 982 PRUNE1
63 71 63 47 35 44 BNIPL
290 247 242 197 254 293 C1orf56
3694 2998 3339 2210 2408 2494 CDC42SE1
3247 2746 3114 4820 5535 5740 MLLT11
822 686 701 724 794 822 GABPB2
55 54 60 93 103 96 NA
1797 1524 1600 1765 2219 2567 SEMA6C
870 744 906 573 728 723 SCNM1
788 659 710 428 523 528 LYSMD1
47 49 42 42 48 47 TMOD4
3388 2901 3297 2122 2711 2840 VPS72
4184 3515 4034 2534 2871 3099 PIP5K1A
5488 4976 5793 2821 3489 3574 PSMD4
2356 1987 2051 1068 1584 1743 ZNF687
2394 1952 2146 1708 2222 2217 PI4KB
93 73 91 27 50 43 RFX5-AS1
4312 3572 4056 1688 1882 2036 RFX5
1226 942 1149 351 549 547 SELENBP1
6017 5538 6272 3021 3762 3696 PSMB4
9950 8338 9106 9050 10367 11134 POGZ
21 34 33 33 49 54 RNY4P25
501 453 452 164 222 216 CGN
623 572 643 313 383 349 TUFT1
4037 3355 3743 4015 4576 4868 SNX27
434 324 334 2230 2822 3226 CELF3
25 18 27 138 188 149 RIIAD1
933 763 872 563 720 772 MRPL9
111 78 71 65 50 79 OAZ3
1662 1438 1648 889 986 1138 TDRKH
67 70 87 30 34 26 TDRKH-AS1
497 518 592 477 544 641 THEM4
52 25 47 27 39 50 NA
160 175 164 172 247 251 S100A10
251 245 265 110 150 173 S100A11
266 165 215 100 159 146 S100A6
58 49 55 8 23 26 S100A4
100 59 57 25 27 27 S100A16
1143 894 1123 206 252 287 S100A13
5272 4491 5004 4092 4473 4605 CHTOP
945 885 981 585 752 784 SNAPIN
14550 13393 15382 8783 9971 10149 ILF2
4472 3809 3990 3597 4205 4498 INTS3
805 554 617 230 310 333 SLC27A3
5570 4729 5233 4347 4959 5322 GATAD2B
469 344 394 40 59 42 LOC343052
1977 1360 1305 165 200 227 NA
74 57 34 73 107 108 NA
23 19 21 31 53 47 NA
91 91 85 48 55 51 LOC101928059
1245 978 1080 1161 1401 1625 DENND4B
948 845 897 514 681 718 CRTC2
43 67 67 39 33 46 SLC39A1
69 67 72 38 61 59 NA
72 62 75 48 67 42 NA
746 651 686 185 218 221 CREB3L4
140 105 128 77 97 84 JTB
119 109 109 50 57 53 JTB-DT
711 627 708 194 227 254 RAB13
31289 25043 30826 8004 10464 10390 RPS27
133 110 149 165 150 128 NUP210L
12204 11619 12954 9111 10269 10428 TPM3
69 81 93 86 72 71 NA
6278 5195 5910 3038 3694 3615 C1orf43
9292 8635 9107 7444 8784 9654 UBAP2L
1943 1703 1831 1042 1216 1228 HAX1
2765 2445 2769 1645 1839 1989 ATP8B2
1899 1744 1884 1446 1592 1746 UBE2Q1
55 33 37 31 33 37 UBE2Q1-AS1
249 253 279 881 1032 1193 CHRNB2
15103 13367 14441 11489 12890 13614 ADAR
198 171 204 14 20 30 NA
676 585 647 513 573 623 KCNN3
839 763 806 536 656 650 PMVK
48 43 67 11 29 19 NA
161 145 140 121 111 118 NA
1917 1599 1905 924 1067 1262 PBXIP1
2430 2216 2213 1678 2094 2207 PYGO2
2428 2135 2484 1189 1683 1757 SHC1
5676 5551 6199 1738 2101 1997 CKS1B
2022 1735 1983 1025 1322 1338 FLAD1
71 69 61 21 24 24 NA
418 343 367 97 145 120 ZBTB7B
150 96 116 31 35 34 DCST2
46 48 62 26 32 46 DCST1
57 59 53 22 35 19 DCST1-AS1
1133 899 981 412 554 669 ADAM15
561 446 467 318 374 455 EFNA4
237 172 233 102 151 150 EFNA3
133 99 122 59 68 92 EFNA1
617 518 616 269 289 320 SLC50A1
793 712 785 203 365 355 DPM3
295 233 242 145 173 152 KRTCAP2
504 387 388 508 639 751 TRIM46
104 116 126 82 107 123 MUC1
681 532 562 426 473 604 THBS3-AS1
